round,win_rate
1,1.0
2,0.5
3,0.3333333333333333
4,0.5
5,0.6
6,0.5
7,0.5714285714285714
8,0.5
9,0.4444444444444444
10,0.4
11,0.36363636363636365
12,0.3333333333333333
13,0.3076923076923077
14,0.2857142857142857
15,0.26666666666666666
16,0.3125
17,0.29411764705882354
18,0.2777777777777778
19,0.3157894736842105
20,0.35
21,0.3333333333333333
22,0.3181818181818182
23,0.34782608695652173
24,0.375
25,0.36
26,0.34615384615384615
27,0.37037037037037035
28,0.35714285714285715
29,0.3448275862068966
30,0.3333333333333333
31,0.3225806451612903
32,0.34375
33,0.36363636363636365
34,0.38235294117647056
35,0.4
36,0.4166666666666667
37,0.40540540540540543
38,0.39473684210526316
39,0.38461538461538464
40,0.4
41,0.3902439024390244
42,0.38095238095238093
43,0.37209302325581395
44,0.36363636363636365
45,0.37777777777777777
46,0.391304347826087
47,0.40425531914893614
48,0.4166666666666667
49,0.40816326530612246
50,0.4
51,0.4117647058823529
52,0.4230769230769231
53,0.4339622641509434
54,0.42592592592592593
55,0.43636363636363634
56,0.42857142857142855
57,0.43859649122807015
58,0.43103448275862066
59,0.423728813559322
60,0.4166666666666667
61,0.4098360655737705
62,0.41935483870967744
63,0.4126984126984127
64,0.421875
65,0.4153846153846154
66,0.42424242424242425
67,0.43283582089552236
68,0.4411764705882353
69,0.4492753623188406
70,0.45714285714285713
71,0.4507042253521127
72,0.4444444444444444
73,0.4383561643835616
74,0.43243243243243246
75,0.4266666666666667
76,0.42105263157894735
77,0.4155844155844156
78,0.4230769230769231
79,0.4177215189873418
80,0.4125
81,0.4074074074074074
82,0.4146341463414634
83,0.42168674698795183
84,0.4166666666666667
85,0.4235294117647059
86,0.43023255813953487
87,0.42528735632183906
88,0.4318181818181818
89,0.42696629213483145
90,0.4222222222222222
91,0.42857142857142855
92,0.43478260869565216
93,0.44086021505376344
94,0.44680851063829785
95,0.45263157894736844
96,0.4583333333333333
97,0.4639175257731959
98,0.45918367346938777
99,0.46464646464646464
100,0.46
101,0.45544554455445546
102,0.46078431372549017
103,0.46601941747572817
104,0.46153846153846156
105,0.45714285714285713
106,0.4528301886792453
107,0.4485981308411215
108,0.4444444444444444
109,0.44036697247706424
110,0.43636363636363634
111,0.43243243243243246
112,0.42857142857142855
113,0.4247787610619469
114,0.4298245614035088
115,0.43478260869565216
116,0.4396551724137931
117,0.4358974358974359
118,0.4322033898305085
119,0.42857142857142855
120,0.43333333333333335
121,0.4297520661157025
122,0.4344262295081967
123,0.43089430894308944
124,0.43548387096774194
125,0.432
126,0.42857142857142855
127,0.4251968503937008
128,0.421875
129,0.4263565891472868
130,0.4307692307692308
131,0.42748091603053434
132,0.42424242424242425
133,0.42105263157894735
134,0.4253731343283582
135,0.4222222222222222
136,0.41911764705882354
137,0.4233576642335766
138,0.42028985507246375
139,0.4172661870503597
140,0.4142857142857143
141,0.41843971631205673
142,0.4154929577464789
143,0.4125874125874126
144,0.4166666666666667
145,0.41379310344827586
146,0.410958904109589
147,0.40816326530612246
148,0.41216216216216217
149,0.4161073825503356
150,0.42
151,0.41721854304635764
152,0.42105263157894735
153,0.41830065359477125
154,0.4155844155844156
155,0.4129032258064516
156,0.41025641025641024
157,0.4140127388535032
158,0.41139240506329117
159,0.41509433962264153
160,0.41875
161,0.422360248447205
162,0.42592592592592593
163,0.4294478527607362
164,0.4329268292682927
165,0.4303030303030303
166,0.42771084337349397
167,0.4311377245508982
168,0.43452380952380953
169,0.4319526627218935
170,0.4294117647058823
171,0.4269005847953216
172,0.43023255813953487
173,0.43352601156069365
174,0.43103448275862066
175,0.4342857142857143
176,0.4375
177,0.4350282485875706
178,0.43258426966292135
179,0.43575418994413406
180,0.43333333333333335
181,0.430939226519337
182,0.42857142857142855
183,0.43169398907103823
184,0.42934782608695654
185,0.43243243243243246
186,0.43548387096774194
187,0.4385026737967914
188,0.43617021276595747
189,0.43386243386243384
190,0.4368421052631579
191,0.4397905759162304
192,0.4375
193,0.43523316062176165
194,0.4329896907216495
195,0.4358974358974359
196,0.4387755102040816
197,0.4365482233502538
198,0.4393939393939394
199,0.4371859296482412
200,0.44
201,0.4427860696517413
202,0.44554455445544555
203,0.4433497536945813
204,0.4411764705882353
205,0.43902439024390244
206,0.441747572815534
207,0.4444444444444444
208,0.44711538461538464
209,0.44976076555023925
210,0.4523809523809524
211,0.45023696682464454
212,0.4481132075471698
213,0.4507042253521127
214,0.4532710280373832
215,0.4511627906976744
216,0.44907407407407407
217,0.45161290322580644
218,0.44954128440366975
219,0.4520547945205479
220,0.45454545454545453
221,0.45248868778280543
222,0.45495495495495497
223,0.45739910313901344
224,0.45982142857142855
225,0.4577777777777778
226,0.4557522123893805
227,0.45374449339207046
228,0.4517543859649123
229,0.45414847161572053
230,0.45652173913043476
231,0.45454545454545453
232,0.45689655172413796
233,0.45493562231759654
234,0.452991452991453
235,0.4553191489361702
236,0.4533898305084746
237,0.45147679324894513
238,0.4495798319327731
239,0.45188284518828453
240,0.45416666666666666
241,0.45228215767634855
242,0.45041322314049587
243,0.448559670781893
244,0.44672131147540983
245,0.4489795918367347
246,0.45121951219512196
247,0.4493927125506073
248,0.45161290322580644
249,0.4497991967871486
250,0.452
251,0.450199203187251
252,0.44841269841269843
253,0.44664031620553357
254,0.44881889763779526
255,0.4470588235294118
256,0.44921875
257,0.45136186770428016
258,0.4496124031007752
